MACHINENAME,FACTORYNAME,PMS_MACHINEGROUPNAME,AREANAME,SUPERMACHINENAME,DESCRIPTION
A1PHT02_CL1_OV6,ARRAY,,BA1PHT01,A1PHT02_CL1,TS COL(2-7)
A1PHT02_CL1_BF1,ARRAY,,BA1PHT01,A1PHT02_CL1,P STAGE(2-8)
A1PHT02_CL1_BF2,ARRAY,,BA1PHT01,A1PHT02_CL1,P STAGE(2-9)
A1PHT02_CL1_BF3,ARRAY,,BA1PHT01,A1PHT02_CL1,P STAGE(2-10)
A1PHT02_CL1_BF4,ARRAY,,BA1PHT01,A1PHT02_CL1,P STAGE(2-11)
A1PHT02_CL1_BF5,ARRAY,,BA1PHT01,A1PHT02_CL1,P STAGE(2-12)
A1PHT02_CL1_BF6,ARRAY,,BA1PHT01,A1PHT02_CL1,P STAGE(2-13)
A1PHT02_CL1_SH1,ARRAY,,BA1PHT01,A1PHT02_CL1,Shuttle(2-14)
A1PHT02_TL1,ARRAY,,BA1PHT01,A1PHT02,TEL
A1PHT02_TL1_TL1,ARRAY,,BA1PHT01,A1PHT02_TL1,
A1PHT02_CT1_LA1,ARRAY,,BA1PHT01,A1PHT02_CT1,Glass out
A1PHT02_CT1_UA1,ARRAY,,BA1PHT01,A1PHT02_CT1,Glass in(SSDPER)
A1PHT02_CT1_OV1,ARRAY,,BA1PHT01,A1PHT02_CT1,AHP(3-2)
A1PHT02_CT1_OV2,ARRAY,,BA1PHT01,A1PHT02_CT1,AHP(3-3)
A1PHT02_CT1_OV3,ARRAY,,BA1PHT01,A1PHT02_CT1,TS COL(3-4)
A1PHT02_CT1_OV4,ARRAY,,BA1PHT01,A1PHT02_CT1,AHP(3-5)
A1PHT02_CT1_OV5,ARRAY,,BA1PHT01,A1PHT02_CT1,AHP(3-6)
A1PHT02_CT1_OV6,ARRAY,,BA1PHT01,A1PHT02_CT1,TS COL(3-7)
A1PHT02_CT1_BF1,ARRAY,,BA1PHT01,A1PHT02_CT1,PSTAGE(3-8)
A1PHT02_CT1_BF2,ARRAY,,BA1PHT01,A1PHT02_CT1,PSTAGE(3-9)
A1PHT02_CT1_BF3,ARRAY,,BA1PHT01,A1PHT02_CT1,PSTAGE(3-10)
A1PHT02_CT1_BF4,ARRAY,,BA1PHT01,A1PHT02_CT1,PSTAGE(3-11)
A1PHT02_BF1,ARRAY,,BA1PHT01,A1PHT02,Buffer
A1PHT02_BF1_LA1,ARRAY,,BA1PHT01,A1PHT02_BF1,Glass out(Turn)
A1PHT02_BF1_UA1,ARRAY,,BA1PHT01,A1PHT02_BF1,Glass in(Turn)
A1PHT02_BF1_TT1,ARRAY,,BA1PHT01,A1PHT02_BF1,Tittle/EE
A1PHT02_BF1_EX1,ARRAY,,BA1PHT01,A1PHT02_BF1,Exposure
A1PHT02_DV1_LA1,ARRAY,,BA1PHT01,A1PHT02_DV1,Glass Out
A1PHT02_DV1_UA1,ARRAY,,BA1PHT01,A1PHT02_DV1,Glass in
A1PHT02_DV1_OV1,ARRAY,,BA1PHT01,A1PHT02_DV1,AHP(5-2)
F1ICL01_LD2,ARRAY,,BA1UPK01,F1ICL01,PPBOX UNPACKER
F1ICL01_LD2_CY1,ARRAY,,BA1UPK01,F1ICL01_LD2,Inspection Conveyor
A1CVD04_CV1_CHD,ARRAY,,BA1CVD02,A1CVD04_CV1,Chamber D
A1SPT02_SP1_CS3,ARRAY,,BA1SPT01,A1SPT02_SP1,Chamber 1#
A1SPT02_SP1_CS4,ARRAY,,BA1SPT01,A1SPT02_SP1,Chamber 2#
A1PHT02_DV1_OV2,ARRAY,,BA1PHT01,A1PHT02_DV1,AHP(5-3)
A1PHT03_TL1_TL1,ARRAY,,BA1PHT01,A1PHT03_TL1,
A1PHT04_TL1,ARRAY,,BA1PHT01,A1PHT04,TEL
A1PHT04_TL1_TL1,ARRAY,,BA1PHT01,A1PHT04_TL1,
A1CVD02_CV1_PT1,ARRAY,,BA1CVD01,A1CVD02_CV1,Port 1#
A1CVD02_CV1_PT2,ARRAY,,BA1CVD01,A1CVD02_CV1,Port 2#
A1CVD02_CV1_PT3,ARRAY,,BA1CVD01,A1CVD02_CV1,Port 3#
A1ETS01_ES1_CVB,ARRAY,,BA1ETS01,A1ETS01_ES1,NCV1
A1CVD02_CV1_RT2,ARRAY,,BA1CVD01,A1CVD02_CV1,Chamber Robot
A1CVD02_CV1_LL2,ARRAY,,BA1CVD01,A1CVD02_CV1,U/L
A1ETS01_ES1_AK2,ARRAY,,BA1ETS01,A1ETS01_ES1,A/K
A1ETS01_ES1_CVC,ARRAY,,BA1ETS01,A1ETS01_ES1,SCOPE CH
A1ETS01_ES1_AI1,ARRAY,,BA1ETS01,A1ETS01_ES1,AOI
A1ETS01_ES1_CVD,ARRAY,,BA1ETS01,A1ETS01_ES1,EXIT CV
A1ETS01_ES1_ES1,ARRAY,,BA1ETS01,A1ETS01_ES1,Whole EQP
A1PHT06_LD1_RT2,ARRAY,,BA1PHT03,A1PHT06_LD1,Robot 2#
A1PHT06_LD1_PT1,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 1#
A1PHT06_LD1_PT2,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 2#
A1PHT06_LD1_PT3,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 3#
A1PHT06_LD1_PT4,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 4#
A1PHT06_LD1_PT5,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 5#
A1PHT06_LD1_PT6,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 6#
A1PHT06_LD1_PT7,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 7#
A1PHT06_LD1_PT8,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 8#
A1PHT06_LD1_PT9,ARRAY,,BA1PHT03,A1PHT06_LD1,Port 9#
A1PHT06_CL1_LA1,ARRAY,,BA1PHT03,A1PHT06_CL1,Glass Out
A1PHT06_CL1_UA1,ARRAY,,BA1PHT03,A1PHT06_CL1,Glass in（Li.SOR)
A1PHT06_CL1_OV1,ARRAY,,BA1PHT03,A1PHT06_CL1,AD(2-2)
A1PHT06_CL1_OV2,ARRAY,,BA1PHT03,A1PHT06_CL1,AHP(2-3)
A1PHT06_CL1_OV3,ARRAY,,BA1PHT03,A1PHT06_CL1,TS COL(2-4)
A1PHT06_CL1_OV4,ARRAY,,BA1PHT03,A1PHT06_CL1,AHP(2-5)
A1PHT06_CL1_OV5,ARRAY,,BA1PHT03,A1PHT06_CL1,AHP(2-6)
A1PHT06_CL1_OV6,ARRAY,,BA1PHT03,A1PHT06_CL1,TS COL(2-7)
A1PHT06_CL1_BF1,ARRAY,,BA1PHT03,A1PHT06_CL1,P STAGE(2-8)
A1PHT06_CL1_BF2,ARRAY,,BA1PHT03,A1PHT06_CL1,P STAGE(2-9)
A1PHT06_CL1_BF3,ARRAY,,BA1PHT03,A1PHT06_CL1,P STAGE(2-10)
A1PHT06_CL1_BF4,ARRAY,,BA1PHT03,A1PHT06_CL1,P STAGE(2-11)
A1PHT06_CL1_BF5,ARRAY,,BA1PHT03,A1PHT06_CL1,P STAGE(2-12)
A1PHT06_CL1_BF6,ARRAY,,BA1PHT03,A1PHT06_CL1,P STAGE(2-13)
A1PHT06_CL1_SH1,ARRAY,,BA1PHT03,A1PHT06_CL1,Shuttle(2-14)
A1PHT06_CT1_LA1,ARRAY,,BA1PHT03,A1PHT06_CT1,Glass out
A1PHT06_CT1_UA1,ARRAY,,BA1PHT03,A1PHT06_CT1,Glass in(SSDPER)
A1PHT06_CT1_OV1,ARRAY,,BA1PHT03,A1PHT06_CT1,AHP(3-2)
A1PHT06_CT1_OV2,ARRAY,,BA1PHT03,A1PHT06_CT1,AHP(3-3)
A1PHT06_CT1_OV3,ARRAY,,BA1PHT03,A1PHT06_CT1,TS COL(3-4)
A1PHT06_CT1_OV4,ARRAY,,BA1PHT03,A1PHT06_CT1,AHP(3-5)
A1PHT06_CT1_OV5,ARRAY,,BA1PHT03,A1PHT06_CT1,AHP(3-6)
A1PHT06_CT1_OV6,ARRAY,,BA1PHT03,A1PHT06_CT1,TS COL(3-7)
A1PHT06_CT1_BF1,ARRAY,,BA1PHT03,A1PHT06_CT1,PSTAGE(3-8)
A1PHT06_CT1_BF2,ARRAY,,BA1PHT03,A1PHT06_CT1,PSTAGE(3-9)
A1PHT06_CT1_BF3,ARRAY,,BA1PHT03,A1PHT06_CT1,PSTAGE(3-10)
A1PHT06_CT1_BF4,ARRAY,,BA1PHT03,A1PHT06_CT1,PSTAGE(3-11)
A1PHT06_BF1,ARRAY,,BA1PHT03,A1PHT06,Buffer
A1PHT06_BF1_UA1,ARRAY,,BA1PHT03,A1PHT06_BF1,Glass in(Turn)
A1PHT06_BF1_EX1,ARRAY,,BA1PHT03,A1PHT06_BF1,Exposure
A1PHT06_DV1_LA1,ARRAY,,BA1PHT03,A1PHT06_DV1,Glass Out
A1PHT06_DV1_UA1,ARRAY,,BA1PHT03,A1PHT06_DV1,Glass in
A1PHT06_DV1_OV1,ARRAY,,BA1PHT03,A1PHT06_DV1,AHP (5-2)
A1PHT06_DV1_OV2,ARRAY,,BA1PHT03,A1PHT06_DV1,AHP (5-3)
A1PHT06_DV1_OV3,ARRAY,,BA1PHT03,A1PHT06_DV1,TS COL (5-4)
A1DRE07_LD1_PT1,ARRAY,,BA1DRE03,A1DRE07_LD1,Port01
A1DRE07_LD1_PT2,ARRAY,,BA1DRE03,A1DRE07_LD1,
A1DRE07_LD1_PT3,ARRAY,,BA1DRE03,A1DRE07_LD1,
A1DRE07_LD1_PT4,ARRAY,,BA1DRE03,A1DRE07_LD1,
A1DRE07_UC1,ARRAY,,BA1DRE03,A1DRE07,
A1DRE07_DE3,ARRAY,,BA1DRE03,A1DRE07,DE设备
A1DRE07_DE3_RT1,ARRAY,,BA1DRE03,A1DRE07_DE3,Chamber  Robot
A1DRE07_DE3_CH1,ARRAY,,BA1DRE03,A1DRE07_DE3,Chamber
A1ETS02_ES1_CY4,ARRAY,,BA1ETS01,A1ETS02_ES1,A/K
A1ETS02_ES1_CY5,ARRAY,,BA1ETS01,A1ETS02_ES1,BF CV
A1ETS02_ES1_CY6,ARRAY,,BA1ETS01,A1ETS02_ES1,EX CV
A1ETS02_ES1_CY7,ARRAY,,BA1ETS01,A1ETS02_ES1,TURN 1#
A1ETS02_ES1_CY8,ARRAY,,BA1ETS01,A1ETS02_ES1,TURN 2#
A1ETS02_ES1_CY9,ARRAY,,BA1ETS01,A1ETS02_ES1,TURN 3#
A1PHT06_DV1_OV4,ARRAY,,BA1PHT03,A1PHT06_DV1,AHP (5-5)
A1PHT06_DV1_OV5,ARRAY,,BA1PHT03,A1PHT06_DV1,AHP (5-6)
A1PHT06_DV1_OV6,ARRAY,,BA1PHT03,A1PHT06_DV1,COOL (5-7)
A1ETS02_ES1_DR3,ARRAY,,BA1ETS01,A1ETS02_ES1,Rinse 3#
A1ETS02_ES1_DR4,ARRAY,,BA1ETS01,A1ETS02_ES1,Rinse 1#
A1ETS02_ES1_DR5,ARRAY,,BA1ETS01,A1ETS02_ES1,Rinse 2#
A1ETS02_ES1_ET2,ARRAY,,BA1ETS01,A1ETS02_ES1,ETCH 2#
A1ETS02_ES1_ET3,ARRAY,,BA1ETS01,A1ETS02_ES1,ETCH 3#
A1ETS02_ES1_ET4,ARRAY,,BA1ETS01,A1ETS02_ES1,ETCH 4#
A1ETS02_ES1_ET5,ARRAY,,BA1ETS01,A1ETS02_ES1,PRE WET
A1ETS02_ES1_SR2,ARRAY,,BA1ETS01,A1ETS02_ES1,Strip 2#
A1ETS02_ES1_SR3,ARRAY,,BA1ETS01,A1ETS02_ES1,Strip 3#
A1ETS02_ES1_SR4,ARRAY,,BA1ETS01,A1ETS02_ES1,Strip 4#
A1STP02_SR1_PT3,ARRAY,,BA1ETS03,A1STP02_SR1,Port 3#
A1ETS02_ES1_RT1,ARRAY,,BA1ETS01,A1ETS02_ES1,Index Robot
A1STP02_SR1_PT1,ARRAY,,BA1ETS03,A1STP02_SR1,Port 1#
A1STP02_SR1_PT2,ARRAY,,BA1ETS03,A1STP02_SR1,Port 2#
A1STP02_SR1_PT4,ARRAY,,BA1ETS03,A1STP02_SR1,Port 4#
A1STP02_SR1_RT1,ARRAY,,BA1ETS03,A1STP02_SR1,Index Robot
A1STP02_SR1_CY1,ARRAY,,BA1ETS03,A1STP02_SR1,ENTR. CV 1#
A1STP02_SR1_CY2,ARRAY,,BA1ETS03,A1STP02_SR1,ENTR. CV 2#
C1RUB02_RB1_RB2,CELL,,BC1RUB01,C1RUB02_RB1,Rubbing#2
C1PTL01_LD1_PT1,CELL,,BC1PIL01,C1PIL01_LD1,In Port#1
C1PTL01_LD1_PT2,CELL,,BC1PIL01,C1PIL01_LD1,In Port#2
C1PTL01_LD1_PT3,CELL,,BC1PIL01,C1PIL01_LD1,In Port#3
C1PTL01_UD1_PT1,CELL,,BC1PIL01,C1PIL01_UD1,Out Port#1
C1PTL01_UD1_PT2,CELL,,BC1PIL01,C1PIL01_UD1,Out Port#2
C1PTL01_UD1_PT3,CELL,,BC1PIL01,C1PIL01_UD1,Out Port#3
A1PHT06_DV1_BF1,ARRAY,,BA1PHT03,A1PHT06_DV1,PSTAGE(5-8)
A1PHT06_DV1_BF2,ARRAY,,BA1PHT03,A1PHT06_DV1,PSTAGE(5-9)
A1PHT06_DV1_BF3,ARRAY,,BA1PHT03,A1PHT06_DV1,PSTAGE(5-10)
A1PHT06_DV1_BF4,ARRAY,,BA1PHT03,A1PHT06_DV1,PSTAGE(5-11)
A1PHT06_DV1_BF5,ARRAY,,BA1PHT03,A1PHT06_DV1,PSTAGE(5-12)
A1PHT06_DV1_BF6,ARRAY,,BA1PHT03,A1PHT06_DV1,PSTAGE(5-13)
A1PHT06_DV1_IN1,ARRAY,,BA1PHT03,A1PHT06_DV1,Inspection（5-14）
A1PHT06_TL1,ARRAY,,BA1PHT03,A1PHT06,TL
A1PHT06_TL1_TL1,ARRAY,,BA1PHT03,A1PHT06_TL1,TL
A1PHT06_BF1_LA1,ARRAY,,BA1PHT03,A1PHT06_BF1,Glass out (Turn)
A1PHT06_BF1_EE1,ARRAY,,BA1PHT03,A1PHT06_BF1,EE
A1PHT05_LD1_RT2,ARRAY,,BA1PHT03,A1PHT05_LD1,Robot 2#
A1PHT05_LD1_PT1,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 1#
A1PHT05_LD1_PT2,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 2#
A1PHT05_LD1_PT3,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 3#
A1PHT05_LD1_PT4,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 4#
A1PHT05_LD1_PT5,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 5#
A1PHT05_LD1_PT7,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 7#
A1PHT05_LD1_PT8,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 8#
A1PHT05_LD1_PT9,ARRAY,,BA1PHT03,A1PHT05_LD1,Port 9#
A1PHT05_CL1_LA1,ARRAY,,BA1PHT03,A1PHT05_CL1,Glass Out
A1PHT05_CL1_UA1,ARRAY,,BA1PHT03,A1PHT05_CL1,Glass in（Li.SOR)
A1PHT05_CL1_OV1,ARRAY,,BA1PHT03,A1PHT05_CL1,AD(2-2)
A1PHT05_CL1_OV2,ARRAY,,BA1PHT03,A1PHT05_CL1,AHP(2-3)
A1ANN04_OV1_PT1,ARRAY,,BA1INS04,A1ANN04_OV1,
A1ANN04_OV1_PT2,ARRAY,,BA1INS04,A1ANN04_OV1,
A1ANN04_OV1_ST1,ARRAY,,BA1INS04,A1ANN04_OV1,
A1ANN04_OV1_OV1,ARRAY,,BA1INS04,A1ANN04_OV1,退火炉
A1ANN04_OV1_RT2,ARRAY,,BA1INS04,A1ANN04_OV1,机械手
A1ANN04_OV1_RT3,ARRAY,,BA1INS04,A1ANN04_OV1,机械手
A1DRE01_DE2,ARRAY,,BA1DRE01,A1DRE01,DE设备
A1DRE01_DE3,ARRAY,,BA1DRE01,A1DRE01,DE设备
A1DRE01_LD1_PT1,ARRAY,,BA1DRE01,A1DRE01_LD1,
A1DRE01_LD1_PT2,ARRAY,,BA1DRE01,A1DRE01_LD1,
A1DRE01_LD1_PT3,ARRAY,,BA1DRE01,A1DRE01_LD1,
A1DRE01_LD1_PT4,ARRAY,,BA1DRE01,A1DRE01_LD1,
A1DRE01_DE2_CH1,ARRAY,,BA1DRE01,A1DRE01_DE2,腔室
A1DRE01_DE2_RT1,ARRAY,,BA1DRE01,A1DRE01_DE2,机械手
A1DRE01_DE3_CH1,ARRAY,,BA1DRE01,A1DRE01_DE3,腔室
A1DRE01_DE3_RT1,ARRAY,,BA1DRE01,A1DRE01_DE3,机械手
A1DRE05_DE2,ARRAY,,BA1DRE02,A1DRE05,DE设备
A1DRE05_DE3,ARRAY,,BA1DRE02,A1DRE05,DE设备
A1DRE05_DE2_CH1,ARRAY,,BA1DRE02,A1DRE05_DE2,腔室
A1DRE05_DE2_RT1,ARRAY,,BA1DRE02,A1DRE05_DE2,机械手
A1DRE05_DE3_CH1,ARRAY,,BA1DRE02,A1DRE05_DE3,腔室
A1DRE05_DE3_RT1,ARRAY,,BA1DRE02,A1DRE05_DE3,机械手
A1DRE05_LD1_PT1,ARRAY,,BA1DRE02,A1DRE05_LD1,
A1DRE05_LD1_PT2,ARRAY,,BA1DRE02,A1DRE05_LD1,
A1DRE05_LD1_PT3,ARRAY,,BA1DRE02,A1DRE05_LD1,
A1DRE05_LD1_PT4,ARRAY,,BA1DRE02,A1DRE05_LD1,
A1ETC02_ET1_PT1,ARRAY,,BA1ETS03,A1ETC02_ET1,
A1ETC02_ET1_PT2,ARRAY,,BA1ETS03,A1ETC02_ET1,
A1ETC02_ET1_PT3,ARRAY,,BA1ETS03,A1ETC02_ET1,
A1ETC02_ET1_PT4,ARRAY,,BA1ETS03,A1ETC02_ET1,
A1SPT01_SP1_PT3,ARRAY,,BA1SPT01,A1SPT01_SP1,
A1ETC02_ET1_CY1,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 1#
A1ETC02_ET1_CY2,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 2#
A1ETC02_ET1_ET2,ARRAY,,BA1ETS03,A1ETC02_ET1,湿刻设备 2#
A1ETC02_ET1_ET3,ARRAY,,BA1ETS03,A1ETC02_ET1,湿刻设备 3#
A1ETC02_ET1_DR2,ARRAY,,BA1ETS03,A1ETC02_ET1,DI清洗 2#
A1ETC02_ET1_DR3,ARRAY,,BA1ETS03,A1ETC02_ET1,DI清洗 3#
A1ETC02_ET1_DR4,ARRAY,,BA1ETS03,A1ETC02_ET1,DI清洗 4#
A1ETC02_ET1_DR5,ARRAY,,BA1ETS03,A1ETC02_ET1,DI清洗 5#
A1ETC02_ET1_CY3,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 3#
A1ETC02_ET1_CY4,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 4#
A1ETC02_ET1_CY5,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 5#
A1ETC02_ET1_CY6,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 6#
A1ETC02_ET1_CY7,ARRAY,,BA1ETS03,A1ETC02_ET1,Conveyor 7#
A1ETC02_ET1_RT1,ARRAY,,BA1ETS03,A1ETC02_ET1,Robot
A1SPT01_SP1_PT1,ARRAY,,BA1SPT01,A1SPT01_SP1,
A1SPT01_SP1_PT2,ARRAY,,BA1SPT01,A1SPT01_SP1,
A1SPT01_SP1_RT2,ARRAY,,BA1SPT01,A1SPT01_SP1,Robot
A1SPT05_SP1_PT1,ARRAY,,BA1SPT01,A1SPT05_SP1,
A1SPT05_SP1_PT2,ARRAY,,BA1SPT01,A1SPT05_SP1,
A1SPT05_SP1_PT3,ARRAY,,BA1SPT01,A1SPT05_SP1,
A1SPT05_SP1_RT2,ARRAY,,BA1SPT01,A1SPT05_SP1,SputterRobot
A1STP01_SR1_PT1,ARRAY,,BA1ETS03,A1STP01_SR1,
A1STP01_SR1_PT2,ARRAY,,BA1ETS03,A1STP01_SR1,
A1STP01_SR1_PT3,ARRAY,,BA1ETS03,A1STP01_SR1,
A1STP01_SR1_PT4,ARRAY,,BA1ETS03,A1STP01_SR1,
A1STP01_SR1_RT1,ARRAY,,BA1ETS03,A1STP01_SR1,Robot
A1STP01_SR1_CY1,ARRAY,,BA1ETS03,A1STP01_SR1,Conveyor
A1STP01_SR1_CY2,ARRAY,,BA1ETS03,A1STP01_SR1,Conveyor 2#
A1STP01_SR1_SR2,ARRAY,,BA1ETS03,A1STP01_SR1,脱膜 2#
A1STP01_SR1_SR3,ARRAY,,BA1ETS03,A1STP01_SR1,脱膜 3#
A1STP01_SR1_SR4,ARRAY,,BA1ETS03,A1STP01_SR1,脱膜 4#
A1STP01_SR1_DR2,ARRAY,,BA1ETS03,A1STP01_SR1,DI冲洗 2#
A1STP01_SR1_DR3,ARRAY,,BA1ETS03,A1STP01_SR1,DI冲洗 3#
A1STP01_SR1_DR4,ARRAY,,BA1ETS03,A1STP01_SR1,DI冲洗 4#
A1STP01_SR1_CY3,ARRAY,,BA1ETS03,A1STP01_SR1,Conveyor 3#
A1STP01_SR1_CY4,ARRAY,,BA1ETS03,A1STP01_SR1,Conveyor 4#
A1STP01_SR1_CY5,ARRAY,,BA1ETS03,A1STP01_SR1,Conveyor 5#
A1STP01_SR1_CY6,ARRAY,,BA1ETS03,A1STP01_SR1,Conveyor 6#
A1CVD04_CV1_LL2,ARRAY,,BA1CVD02,A1CVD04_CV1,UnLoad Lock
A1CVD04_CV1_PT1,ARRAY,,BA1CVD02,A1CVD04_CV1,Port 1#
A1CVD04_CV1_RT2,ARRAY,,BA1CVD02,A1CVD04_CV1,Chamber Robot
A1CVD04_CV1_PT2,ARRAY,,BA1CVD02,A1CVD04_CV1,Port 2#
A1CVD04_CV1_PT3,ARRAY,,BA1CVD02,A1CVD04_CV1,Port 3#
C1PTL01_UD1_PT4,CELL,,BC1PIL01,C1PIL01_UD1,Out Port#4
A1PHT02_DV1_OV3,ARRAY,,BA1PHT01,A1PHT02_DV1,TS COL(5-4)
A1PHT02_DV1_OV4,ARRAY,,BA1PHT01,A1PHT02_DV1,AHP(5-5)
C1PIL01_CL1_CL2,CELL,,BC1PIL01,C1PIL01_CL1,Entrance conveyor
C1PIL01_CL1_CL3,CELL,,BC1PIL01,C1PIL01_CL1,Neutral chamber
C1PIL01_CL1_CL4,CELL,,BC1PIL01,C1PIL01_CL1,Chemical brush chamber
C1PIL01_CL1_CL5,CELL,,BC1PIL01,C1PIL01_CL1,Washing chamber
C1PIL01_CL1_CL6,CELL,,BC1PIL01,C1PIL01_CL1,CJ+MS chamber
C1PIL01_CL1_CL7,CELL,,BC1PIL01,C1PIL01_CL1,Air knife chamber
A1PHT02_DV1_OV5,ARRAY,,BA1PHT01,A1PHT02_DV1,AHP(5-6)
A1PHT02_DV1_OV6,ARRAY,,BA1PHT01,A1PHT02_DV1,COOL(5-7)
A1PHT02_DV1_BF1,ARRAY,,BA1PHT01,A1PHT02_DV1,PSTAGE(5-8)
A1PHT02_DV1_BF2,ARRAY,,BA1PHT01,A1PHT02_DV1,PSTAGE(5-9)
C1PIL01_CR4,CELL,,BC1PIL01,C1PIL01,Main Cure
A1PHT02_DV1_BF3,ARRAY,,BA1PHT01,A1PHT02_DV1,PSTAGE(5-10)
A1PHT02_DV1_BF4,ARRAY,,BA1PHT01,A1PHT02_DV1,PSTAGE(5-11)
A1PHT02_DV1_BF5,ARRAY,,BA1PHT01,A1PHT02_DV1,PSTAGE(5-12)
C1PIL01_CR3,CELL,,BC1PIL01,C1PIL01,Pre cure
A1PHT02_DV1_BF6,ARRAY,,BA1PHT01,A1PHT02_DV1,PSTAGE(5-13)
A1PHT02_DV1_IN1,ARRAY,,BA1PHT01,A1PHT02_DV1,Inspection（5-14）
A1PHT04_LD1_PT7,ARRAY,,BA1PHT01,A1PHT04_LD1,Port 7#
A1PHT04_LD1_PT8,ARRAY,,BA1PHT01,A1PHT04_LD1,Port 8#
A1PHT04_LD1_PT9,ARRAY,,BA1PHT01,A1PHT04_LD1,Port 9#
A1PHT04_LD1_RT2,ARRAY,,BA1PHT01,A1PHT04_LD1,Robot 2#
A1PHT04_CL1_LA1,ARRAY,,BA1PHT01,A1PHT04_CL1,Glass Out
A1PHT04_CL1_UA1,ARRAY,,BA1PHT01,A1PHT04_CL1,Glass in（Li.SOR)
A1PHT04_CL1_OV1,ARRAY,,BA1PHT01,A1PHT04_CL1,AD(2-2)
A1PHT04_CL1_OV2,ARRAY,,BA1PHT01,A1PHT04_CL1,AHP(2-3)
A1PHT04_CL1_OV3,ARRAY,,BA1PHT01,A1PHT04_CL1,TS COL(2-4)
A1PHT04_CL1_OV4,ARRAY,,BA1PHT01,A1PHT04_CL1,AHP(2-5)
A1PHT04_CL1_OV5,ARRAY,,BA1PHT01,A1PHT04_CL1,AHP(2-6)
A1PHT04_CL1_OV6,ARRAY,,BA1PHT01,A1PHT04_CL1,TS COL(2-7)
A1PHT04_CL1_BF1,ARRAY,,BA1PHT01,A1PHT04_CL1,P STAGE(2-8)
A1PHT04_CL1_BF2,ARRAY,,BA1PHT01,A1PHT04_CL1,P STAGE(2-9)
A1PHT04_CL1_BF3,ARRAY,,BA1PHT01,A1PHT04_CL1,P STAGE(2-10)
A1PHT04_CL1_BF4,ARRAY,,BA1PHT01,A1PHT04_CL1,P STAGE(2-11)
A1PHT04_CL1_BF5,ARRAY,,BA1PHT01,A1PHT04_CL1,P STAGE(2-12)
A1PHT04_CL1_BF6,ARRAY,,BA1PHT01,A1PHT04_CL1,P STAGE(2-13)
A1PHT04_CL1_SH1,ARRAY,,BA1PHT01,A1PHT04_CL1,Shuttle(2-14)
A1PHT04_CT1_LA1,ARRAY,,BA1PHT01,A1PHT04_CT1,Glass out
A1PHT04_CT1_UA1,ARRAY,,BA1PHT01,A1PHT04_CT1,Glass in(SSDPER)
A1PHT04_CT1_OV1,ARRAY,,BA1PHT01,A1PHT04_CT1,AHP(3-2)
A1PHT04_CT1_OV2,ARRAY,,BA1PHT01,A1PHT04_CT1,AHP(3-3)
A1PHT04_CT1_OV3,ARRAY,,BA1PHT01,A1PHT04_CT1,TS COL(3-4)
A1PHT04_CT1_OV4,ARRAY,,BA1PHT01,A1PHT04_CT1,AHP(3-5)
A1PHT04_CT1_OV5,ARRAY,,BA1PHT01,A1PHT04_CT1,AHP(3-6)
A1PHT04_CT1_OV6,ARRAY,,BA1PHT01,A1PHT04_CT1,TS COL(3-7)
A1PHT04_CT1_BF1,ARRAY,,BA1PHT01,A1PHT04_CT1,PSTAGE(3-8)
A1PHT04_CT1_BF2,ARRAY,,BA1PHT01,A1PHT04_CT1,PSTAGE(3-9)
A1PHT04_CT1_BF3,ARRAY,,BA1PHT01,A1PHT04_CT1,PSTAGE(3-10)
A1PHT04_CT1_BF4,ARRAY,,BA1PHT01,A1PHT04_CT1,PSTAGE(3-11)
A1PHT03_TL1,ARRAY,,BA1PHT01,A1PHT03,TEL
F1EXP01_LD1_PT1,CF,,BF1RGB01,F1EXP01_LD1,port 1#
F1EXP01_LD1_PT2,CF,,BF1RGB01,F1EXP01_LD1,port 2#
F1OCL01_LD1_PT1,CF,,BF1OCL01,F1OCL01_LD1,port 1#
F1OCL01_LD1_PT2,CF,,BF1OCL01,F1OCL01_LD1,port 2#
A1SPT08_SP1_LL1,ARRAY,,BA1SPT01,A1SPT08_SP1,Load Lock 1#
